,Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year
678,679,Return to Nuke 'Em High Volume 1,"$5,122","$5,122",100%,-,-,2014_boxofficemojo_rankings.csv,2014
679,680,The Sleepwalker,"$5,012","$5,012",100%,-,-,2014_boxofficemojo_rankings.csv,2014
680,681,sxtape,"$4,961",-,-,"$4,961",100%,2014_boxofficemojo_rankings.csv,2014
681,682,Nothing Bad Can Happen,"$4,870","$4,870",100%,-,-,2014_boxofficemojo_rankings.csv,2014
682,683,"Half The Road: The Passion, Pitfalls & Power of Women's Professional Cycling","$4,783","$4,783",100%,-,-,2014_boxofficemojo_rankings.csv,2014
683,684,Death Metal Angola,"$4,674","$4,674",100%,-,-,2014_boxofficemojo_rankings.csv,2014
684,685,Smiling Through the Apocalypse,"$4,560","$4,560",100%,-,-,2014_boxofficemojo_rankings.csv,2014
685,686,Unrelated 2014 Re-release,"$4,529","$4,529",100%,-,-,2014_boxofficemojo_rankings.csv,2014
686,687,The Truth About Emanuel,"$4,404","$4,404",100%,-,-,2014_boxofficemojo_rankings.csv,2014
687,688,The Tower,"$4,305","$1,117",25.9%,"$3,188",74.1%,2014_boxofficemojo_rankings.csv,2014
688,689,Free the Nipple,"$4,198","$4,198",100%,-,-,2014_boxofficemojo_rankings.csv,2014
689,690,Maidan,"$3,909","$3,909",100%,-,-,2014_boxofficemojo_rankings.csv,2014
690,691,Hollidaysburg,"$3,861","$3,861",100%,-,-,2014_boxofficemojo_rankings.csv,2014
691,692,The Word,"$3,648","$3,648",100%,-,-,2014_boxofficemojo_rankings.csv,2014
692,693,Stop The Pounding Heart,"$3,642","$3,642",100%,-,-,2014_boxofficemojo_rankings.csv,2014
693,694,Hide Your Smiling Faces,"$3,576","$3,576",100%,-,-,2014_boxofficemojo_rankings.csv,2014
694,695,Evolution of a Criminal,"$3,568","$3,568",100%,-,-,2014_boxofficemojo_rankings.csv,2014
695,696,Locker 13,"$3,496","$3,496",100%,-,-,2014_boxofficemojo_rankings.csv,2014
696,697,The Hacker Wars,"$3,470","$3,470",100%,-,-,2014_boxofficemojo_rankings.csv,2014
697,698,Aftermath,"$3,451","$3,451",100%,-,-,2014_boxofficemojo_rankings.csv,2014
698,699,Life's a Breeze 2014 Re-release,"$3,450","$3,450",100%,-,-,2014_boxofficemojo_rankings.csv,2014
699,700,Mahogany Sunrise,"$3,432","$3,432",100%,-,-,2014_boxofficemojo_rankings.csv,2014
700,701,The Girl on the Train,"$3,124","$3,124",100%,-,-,2014_boxofficemojo_rankings.csv,2014
701,702,Showrunners: The Art of Running a TV Show,"$3,100","$3,100",100%,-,-,2014_boxofficemojo_rankings.csv,2014
702,703,What Now? Remind Me,"$3,089","$3,089",100%,-,-,2014_boxofficemojo_rankings.csv,2014
703,704,A French Gigolo 2014 Re-release,"$3,021","$3,021",100%,-,-,2014_boxofficemojo_rankings.csv,2014
704,705,Fatal Assistance,"$3,000","$3,000",100%,-,-,2014_boxofficemojo_rankings.csv,2014
705,706,Black Out 2014 Re-release,"$2,734","$2,734",100%,-,-,2014_boxofficemojo_rankings.csv,2014
706,707,Refuge,"$2,631","$2,631",100%,-,-,2014_boxofficemojo_rankings.csv,2014
707,708,Indigo Children,"$2,621","$2,621",100%,-,-,2014_boxofficemojo_rankings.csv,2014
708,709,Jake Squared,"$2,592","$2,592",100%,-,-,2014_boxofficemojo_rankings.csv,2014
709,710,McCanick,"$2,572","$2,572",100%,-,-,2014_boxofficemojo_rankings.csv,2014
710,711,Two-Bit Waltz,"$2,540","$2,540",100%,-,-,2014_boxofficemojo_rankings.csv,2014
711,712,The Wait,"$2,480","$2,480",100%,-,-,2014_boxofficemojo_rankings.csv,2014
712,713,Evergreen: The Road to Legalization,"$2,363","$2,363",100%,-,-,2014_boxofficemojo_rankings.csv,2014
713,714,Missionary,"$2,120","$2,120",100%,-,-,2014_boxofficemojo_rankings.csv,2014
714,715,Algorithms,"$2,021","$2,021",100%,-,-,2014_boxofficemojo_rankings.csv,2014
715,716,More Than the Rainbow,"$1,677","$1,677",100%,-,-,2014_boxofficemojo_rankings.csv,2014
716,717,Rhymes for Young Ghouls,"$1,529","$1,529",100%,-,-,2014_boxofficemojo_rankings.csv,2014
717,718,Souldier,"$1,500","$1,500",100%,-,-,2014_boxofficemojo_rankings.csv,2014
718,719,We Are the Giant,"$1,088","$1,088",100%,-,-,2014_boxofficemojo_rankings.csv,2014
719,720,The Butterfly Room,"$1,081","$1,081",100%,-,-,2014_boxofficemojo_rankings.csv,2014
720,721,A People Uncounted,$930,$930,100%,-,-,2014_boxofficemojo_rankings.csv,2014
721,722,Jackpot 2014 Re-release,$806,$806,100%,-,-,2014_boxofficemojo_rankings.csv,2014
722,723,Skinless,$400,$400,100%,-,-,2014_boxofficemojo_rankings.csv,2014
723,724,Cinemanovels,$398,$398,100%,-,-,2014_boxofficemojo_rankings.csv,2014
724,725,"Mummy, I'm A Zombie",$120,$120,100%,-,-,2014_boxofficemojo_rankings.csv,2014
0,1,Frozen,"$1,280,802,282","$400,738,009",31.3%,"$880,064,273",68.7%,2013_boxofficemojo_rankings.csv,2013
1,2,Iron Man 3,"$1,214,811,252","$409,013,994",33.7%,"$805,797,258",66.3%,2013_boxofficemojo_rankings.csv,2013
2,3,Despicable Me 2,"$970,766,005","$368,065,385",37.9%,"$602,700,620",62.1%,2013_boxofficemojo_rankings.csv,2013
3,4,The Hobbit: The Desolation of Smaug,"$958,366,855","$258,366,855",27%,"$700,000,000",73%,2013_boxofficemojo_rankings.csv,2013
4,5,The Hunger Games: Catching Fire,"$865,011,746","$424,668,047",49.1%,"$440,343,699",50.9%,2013_boxofficemojo_rankings.csv,2013
5,6,Fast & Furious 6,"$788,679,850","$238,679,850",30.3%,"$550,000,000",69.7%,2013_boxofficemojo_rankings.csv,2013
6,7,Monsters University,"$743,559,607","$268,492,764",36.1%,"$475,066,843",63.9%,2013_boxofficemojo_rankings.csv,2013
7,8,Gravity,"$723,192,705","$274,092,705",37.9%,"$449,100,000",62.1%,2013_boxofficemojo_rankings.csv,2013
8,9,Man of Steel,"$668,045,518","$291,045,518",43.6%,"$377,000,000",56.4%,2013_boxofficemojo_rankings.csv,2013
9,10,Thor: The Dark World,"$644,783,140","$206,362,140",32%,"$438,421,000",68%,2013_boxofficemojo_rankings.csv,2013
10,11,The Croods,"$587,204,668","$187,168,425",31.9%,"$400,036,243",68.1%,2013_boxofficemojo_rankings.csv,2013
11,12,World War Z,"$540,007,876","$202,359,711",37.5%,"$337,648,165",62.5%,2013_boxofficemojo_rankings.csv,2013
12,13,Oz the Great and Powerful,"$493,311,825","$234,911,825",47.6%,"$258,400,000",52.4%,2013_boxofficemojo_rankings.csv,2013
13,14,Star Trek Into Darkness,"$467,365,246","$228,778,661",49%,"$238,586,585",51%,2013_boxofficemojo_rankings.csv,2013
14,15,The Wolverine,"$414,828,246","$132,556,852",32%,"$282,271,394",68%,2013_boxofficemojo_rankings.csv,2013
15,16,Pacific Rim,"$411,002,906","$101,802,906",24.8%,"$309,200,000",75.2%,2013_boxofficemojo_rankings.csv,2013
16,17,The Wolf of Wall Street,"$392,000,694","$116,900,694",29.8%,"$275,100,000",70.2%,2013_boxofficemojo_rankings.csv,2013
17,18,G.I. Joe: Retaliation,"$375,740,705","$122,523,060",32.6%,"$253,217,645",67.4%,2013_boxofficemojo_rankings.csv,2013
18,19,The Hangover Part III,"$362,000,072","$112,200,072",31%,"$249,800,000",69%,2013_boxofficemojo_rankings.csv,2013
19,20,The Great Gatsby,"$353,641,895","$144,840,419",41%,"$208,801,476",59%,2013_boxofficemojo_rankings.csv,2013
20,21,Now You See Me,"$351,723,989","$117,723,989",33.5%,"$234,000,000",66.5%,2013_boxofficemojo_rankings.csv,2013
21,22,The Smurfs 2,"$347,545,360","$71,017,784",20.4%,"$276,527,576",79.6%,2013_boxofficemojo_rankings.csv,2013
22,23,The Conjuring,"$319,494,638","$137,400,141",43%,"$182,094,497",57%,2013_boxofficemojo_rankings.csv,2013
23,24,A Good Day to Die Hard,"$304,654,182","$67,349,198",22.1%,"$237,304,984",77.9%,2013_boxofficemojo_rankings.csv,2013
24,25,Oblivion,"$286,168,572","$89,107,235",31.1%,"$197,061,337",68.9%,2013_boxofficemojo_rankings.csv,2013
25,26,Elysium,"$286,140,700","$93,050,117",32.5%,"$193,090,583",67.5%,2013_boxofficemojo_rankings.csv,2013
26,27,Turbo,"$282,570,682","$83,028,128",29.4%,"$199,542,554",70.6%,2013_boxofficemojo_rankings.csv,2013
27,28,Cloudy With a Chance of Meatballs 2,"$274,325,949","$119,793,567",43.7%,"$154,532,382",56.3%,2013_boxofficemojo_rankings.csv,2013
28,29,Epic,"$268,426,634","$107,518,682",40.1%,"$160,907,952",59.9%,2013_boxofficemojo_rankings.csv,2013
29,30,The Lone Ranger,"$260,502,115","$89,302,115",34.3%,"$171,200,000",65.7%,2013_boxofficemojo_rankings.csv,2013
30,31,American Hustle,"$251,171,807","$150,117,807",59.8%,"$101,054,000",40.2%,2013_boxofficemojo_rankings.csv,2013
31,32,Grown Ups 2,"$246,984,278","$133,668,525",54.1%,"$113,315,753",45.9%,2013_boxofficemojo_rankings.csv,2013
32,33,After Earth,"$243,611,982","$60,522,097",24.8%,"$183,089,885",75.2%,2013_boxofficemojo_rankings.csv,2013
33,34,Planes,"$239,258,712","$90,288,712",37.7%,"$148,970,000",62.3%,2013_boxofficemojo_rankings.csv,2013
34,35,Hansel & Gretel: Witch Hunters,"$226,349,749","$55,703,475",24.6%,"$170,646,274",75.4%,2013_boxofficemojo_rankings.csv,2013
35,36,Captain Phillips,"$218,791,811","$107,100,855",49%,"$111,690,956",51%,2013_boxofficemojo_rankings.csv,2013
36,37,Journey to the West,"$205,637,183","$18,058",<0.1%,"$205,619,125",100%,2013_boxofficemojo_rankings.csv,2013
37,38,White House Down,"$205,366,737","$73,103,784",35.6%,"$132,262,953",64.4%,2013_boxofficemojo_rankings.csv,2013
38,39,Percy Jackson: Sea of Monsters,"$199,850,315","$68,559,554",34.3%,"$131,290,761",65.7%,2013_boxofficemojo_rankings.csv,2013
39,40,Jack the Giant Slayer,"$197,687,603","$65,187,603",33%,"$132,500,000",67%,2013_boxofficemojo_rankings.csv,2013
40,41,The Secret Life of Walter Mitty,"$188,133,322","$58,236,838",31%,"$129,896,484",69%,2013_boxofficemojo_rankings.csv,2013
41,42,12 Years a Slave,"$187,733,202","$56,671,993",30.2%,"$131,061,209",69.8%,2013_boxofficemojo_rankings.csv,2013
42,43,Lee Daniels' The Butler,"$177,313,795","$116,632,095",65.8%,"$60,681,700",34.2%,2013_boxofficemojo_rankings.csv,2013
43,44,Identity Thief,"$173,965,010","$134,506,920",77.3%,"$39,458,090",22.7%,2013_boxofficemojo_rankings.csv,2013
44,45,Anchorman 2: The Legend Continues,"$171,464,676","$125,168,368",73%,"$46,296,308",27%,2013_boxofficemojo_rankings.csv,2013
45,46,Olympus Has Fallen,"$170,270,201","$98,925,640",58.1%,"$71,344,561",41.9%,2013_boxofficemojo_rankings.csv,2013
46,47,Insidious: Chapter 2,"$161,919,318","$83,586,447",51.6%,"$78,332,871",48.4%,2013_boxofficemojo_rankings.csv,2013
47,48,Lone Survivor,"$154,802,912","$125,095,601",80.8%,"$29,707,311",19.2%,2013_boxofficemojo_rankings.csv,2013
48,49,Jackass Presents: Bad Grandpa,"$151,826,547","$102,003,019",67.2%,"$49,823,528",32.8%,2013_boxofficemojo_rankings.csv,2013
49,50,47 Ronin,"$151,783,839","$38,362,475",25.3%,"$113,421,364",74.7%,2013_boxofficemojo_rankings.csv,2013
50,51,RED 2,"$148,075,565","$53,262,560",36%,"$94,813,005",64%,2013_boxofficemojo_rankings.csv,2013
51,52,Mama,"$146,428,180","$71,628,180",48.9%,"$74,800,000",51.1%,2013_boxofficemojo_rankings.csv,2013
52,53,Escape Plan,"$137,328,301","$25,135,965",18.3%,"$112,192,336",81.7%,2013_boxofficemojo_rankings.csv,2013
53,54,2 Guns,"$131,940,411","$75,612,460",57.3%,"$56,327,951",42.7%,2013_boxofficemojo_rankings.csv,2013
54,55,This Is the End,"$126,041,322","$101,470,202",80.5%,"$24,571,120",19.5%,2013_boxofficemojo_rankings.csv,2013
55,56,Ender's Game,"$125,544,024","$61,737,191",49.2%,"$63,806,833",50.8%,2013_boxofficemojo_rankings.csv,2013
56,57,Prisoners,"$122,126,687","$61,002,302",50%,"$61,124,385",50%,2013_boxofficemojo_rankings.csv,2013
57,58,Jurassic Park 2013 Re-release,"$118,192,315","$45,385,935",38.4%,"$72,806,380",61.6%,2013_boxofficemojo_rankings.csv,2013
58,59,Saving Mr. Banks,"$117,867,984","$83,301,580",70.7%,"$34,566,404",29.3%,2013_boxofficemojo_rankings.csv,2013
59,60,Warm Bodies,"$116,980,662","$66,380,662",56.7%,"$50,600,000",43.3%,2013_boxofficemojo_rankings.csv,2013
60,61,Personal Tailor,"$116,126,458","$375,892",0.3%,"$115,750,566",99.7%,2013_boxofficemojo_rankings.csv,2013
61,62,So Young,"$114,926,694","$11,186",<0.1%,"$114,915,508",100%,2013_boxofficemojo_rankings.csv,2013
62,63,Free Birds,"$110,387,072","$55,750,480",50.5%,"$54,636,592",49.5%,2013_boxofficemojo_rankings.csv,2013
63,64,Gangster Squad,"$105,200,903","$46,000,903",43.7%,"$59,200,000",56.3%,2013_boxofficemojo_rankings.csv,2013
64,65,Instructions Not Included,"$100,486,616","$44,467,206",44.3%,"$56,019,410",55.7%,2013_boxofficemojo_rankings.csv,2013
65,66,Philomena,"$100,129,872","$37,709,979",37.7%,"$62,419,893",62.3%,2013_boxofficemojo_rankings.csv,2013
66,67,Blue Jasmine,"$99,104,804","$33,405,481",33.7%,"$65,699,323",66.3%,2013_boxofficemojo_rankings.csv,2013
67,68,Young Detective Dee: Rise of the Sea Dragon,"$98,774,891","$87,783",<0.1%,"$98,687,108",99.9%,2013_boxofficemojo_rankings.csv,2013
68,69,Riddick,"$98,337,295","$42,025,135",42.7%,"$56,312,160",57.3%,2013_boxofficemojo_rankings.csv,2013
69,70,Safe Haven,"$97,594,140","$71,349,120",73.1%,"$26,245,020",26.9%,2013_boxofficemojo_rankings.csv,2013
70,71,Evil Dead,"$97,542,952","$54,239,856",55.6%,"$43,303,096",44.4%,2013_boxofficemojo_rankings.csv,2013
71,72,42,"$97,470,701","$95,020,213",97.5%,"$2,450,488",2.5%,2013_boxofficemojo_rankings.csv,2013
72,73,The Mortal Instruments: City of Bones,"$95,396,573","$31,165,421",32.7%,"$64,231,152",67.3%,2013_boxofficemojo_rankings.csv,2013
73,74,Rush,"$95,224,595","$26,947,624",28.3%,"$68,276,971",71.7%,2013_boxofficemojo_rankings.csv,2013
74,75,Police Story: Lockdown,"$94,249,025",-,-,"$94,249,025",100%,2013_boxofficemojo_rankings.csv,2013
75,76,The Internship,"$93,492,844","$44,672,764",47.8%,"$48,820,080",52.2%,2013_boxofficemojo_rankings.csv,2013
76,77,The Purge,"$89,328,627","$64,473,115",72.2%,"$24,855,512",27.8%,2013_boxofficemojo_rankings.csv,2013
77,78,Dhoom 3,"$88,031,955","$8,031,955",9.1%,"$80,000,000",90.9%,2013_boxofficemojo_rankings.csv,2013
78,79,Pain & Gain,"$87,305,549","$49,875,291",57.1%,"$37,430,258",42.9%,2013_boxofficemojo_rankings.csv,2013
79,80,About Time,"$87,100,449","$15,322,921",17.6%,"$71,777,528",82.4%,2013_boxofficemojo_rankings.csv,2013
80,81,Snowpiercer,"$86,758,912","$4,563,650",5.3%,"$82,195,262",94.7%,2013_boxofficemojo_rankings.csv,2013
81,82,Carrie,"$84,790,678","$35,266,619",41.6%,"$49,524,059",58.4%,2013_boxofficemojo_rankings.csv,2013
82,83,Finding Mr. Right,"$84,112,033","$6,945",<0.1%,"$84,105,088",100%,2013_boxofficemojo_rankings.csv,2013
83,84,The Attorney,"$78,547,586","$557,236",0.7%,"$77,990,350",99.3%,2013_boxofficemojo_rankings.csv,2013
84,85,The Family,"$78,418,811","$36,918,811",47.1%,"$41,500,000",52.9%,2013_boxofficemojo_rankings.csv,2013
85,86,Scary Movie V,"$78,378,744","$32,015,787",40.8%,"$46,362,957",59.2%,2013_boxofficemojo_rankings.csv,2013
86,87,R.I.P.D.,"$78,324,220","$33,618,855",42.9%,"$44,705,365",57.1%,2013_boxofficemojo_rankings.csv,2013
87,88,Tiny Times,"$77,717,014","$23,462",<0.1%,"$77,693,552",100%,2013_boxofficemojo_rankings.csv,2013
88,89,The Book Thief,"$76,586,316","$21,488,481",28.1%,"$55,097,835",71.9%,2013_boxofficemojo_rankings.csv,2013
89,90,Escape from Planet Earth,"$74,597,643","$57,012,977",76.4%,"$17,584,666",23.6%,2013_boxofficemojo_rankings.csv,2013
90,91,August: Osage County,"$74,188,937","$37,738,810",50.9%,"$36,450,127",49.1%,2013_boxofficemojo_rankings.csv,2013
91,92,The Best Man Holiday,"$72,835,710","$70,525,195",96.8%,"$2,310,515",3.2%,2013_boxofficemojo_rankings.csv,2013
92,93,The Counselor,"$71,009,334","$16,973,715",23.9%,"$54,035,619",76.1%,2013_boxofficemojo_rankings.csv,2013
93,94,The Call,"$68,572,631","$51,872,378",75.6%,"$16,700,253",24.4%,2013_boxofficemojo_rankings.csv,2013
94,95,One Direction: This Is Us,"$68,532,898","$28,873,374",42.1%,"$39,659,524",57.9%,2013_boxofficemojo_rankings.csv,2013
95,96,Stalingrad,"$68,316,452","$1,013,945",1.5%,"$67,302,507",98.5%,2013_boxofficemojo_rankings.csv,2013
96,97,Thunder and the House of Magic,"$64,197,205","$4,091",<0.1%,"$64,193,114",100%,2013_boxofficemojo_rankings.csv,2013
97,98,The Grandmaster,"$64,076,736","$6,594,959",10.3%,"$57,481,777",89.7%,2013_boxofficemojo_rankings.csv,2013
98,99,Side Effects,"$63,414,135","$32,172,757",50.7%,"$31,241,378",49.3%,2013_boxofficemojo_rankings.csv,2013
99,100,The Host,"$63,365,859","$26,627,201",42%,"$36,738,658",58%,2013_boxofficemojo_rankings.csv,2013
100,101,Runner Runner,"$62,675,095","$19,316,646",30.8%,"$43,358,449",69.2%,2013_boxofficemojo_rankings.csv,2013
101,102,The Face Reader,"$61,559,184","$515,876",0.8%,"$61,043,308",99.2%,2013_boxofficemojo_rankings.csv,2013
102,103,The Legend of Hercules,"$61,279,452","$18,848,538",30.8%,"$42,430,914",69.2%,2013_boxofficemojo_rankings.csv,2013
103,104,Kick-Ass 2,"$60,795,985","$28,795,985",47.4%,"$32,000,000",52.6%,2013_boxofficemojo_rankings.csv,2013
104,105,A Haunted House,"$60,159,584","$40,041,683",66.6%,"$20,117,901",33.4%,2013_boxofficemojo_rankings.csv,2013
105,106,Beautiful Creatures,"$60,052,138","$19,452,138",32.4%,"$40,600,000",67.6%,2013_boxofficemojo_rankings.csv,2013
106,107,Snitch,"$57,824,674","$42,930,462",74.2%,"$14,894,212",25.8%,2013_boxofficemojo_rankings.csv,2013
107,108,Dallas Buyers Club,"$55,736,588","$27,298,285",49%,"$28,438,303",51%,2013_boxofficemojo_rankings.csv,2013
108,109,Tyler Perry's A Madea Christmas,"$53,396,635","$52,543,354",98.4%,"$853,281",1.6%,2013_boxofficemojo_rankings.csv,2013
109,110,Temptation: Confessions of a Marriage Counselor,"$53,143,144","$51,975,354",97.8%,"$1,167,790",2.2%,2013_boxofficemojo_rankings.csv,2013
110,111,Delivery Man,"$53,120,346","$30,664,106",57.7%,"$22,456,240",42.3%,2013_boxofficemojo_rankings.csv,2013
111,112,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,"$51,167,572","$944,193",1.8%,"$50,223,379",98.2%,2013_boxofficemojo_rankings.csv,2013
112,113,Dragon Ball Z: Battle of Gods,"$50,461,371","$2,553,002",5.1%,"$47,908,369",94.9%,2013_boxofficemojo_rankings.csv,2013
113,114,The Berlin File,"$48,972,848","$665,210",1.4%,"$48,307,638",98.6%,2013_boxofficemojo_rankings.csv,2013
114,115,Her,"$48,517,427","$25,568,251",52.7%,"$22,949,176",47.3%,2013_boxofficemojo_rankings.csv,2013
115,116,Homefront,"$48,449,416","$20,158,898",41.6%,"$28,290,518",58.4%,2013_boxofficemojo_rankings.csv,2013
116,117,The Last Stand,"$48,330,757","$12,050,299",24.9%,"$36,280,458",75.1%,2013_boxofficemojo_rankings.csv,2013
117,118,21 & Over,"$48,065,672","$25,682,380",53.4%,"$22,383,292",46.6%,2013_boxofficemojo_rankings.csv,2013
118,119,Texas Chainsaw,"$47,340,586","$34,341,945",72.5%,"$12,998,641",27.5%,2013_boxofficemojo_rankings.csv,2013
119,120,Tiny Times 2.0,"$47,289,937","$43,788",<0.1%,"$47,246,149",99.9%,2013_boxofficemojo_rankings.csv,2013
120,121,The Place Beyond the Pines,"$47,052,899","$21,403,519",45.5%,"$25,649,380",54.5%,2013_boxofficemojo_rankings.csv,2013
121,122,Parker,"$46,922,566","$17,616,641",37.5%,"$29,305,925",62.5%,2013_boxofficemojo_rankings.csv,2013
122,123,The Big Wedding,"$46,522,137","$21,819,348",46.9%,"$24,702,789",53.1%,2013_boxofficemojo_rankings.csv,2013
123,124,The World's End,"$46,089,287","$26,004,851",56.4%,"$20,084,436",43.6%,2013_boxofficemojo_rankings.csv,2013
124,125,Grudge Match,"$44,907,260","$29,807,260",66.4%,"$15,100,000",33.6%,2013_boxofficemojo_rankings.csv,2013
125,126,Jobs,"$42,128,352","$16,131,410",38.3%,"$25,996,942",61.7%,2013_boxofficemojo_rankings.csv,2013
126,127,Don Jon,"$39,439,355","$24,477,704",62.1%,"$14,961,651",37.9%,2013_boxofficemojo_rankings.csv,2013
127,128,"Like Father, Like Son","$37,170,163","$334,616",0.9%,"$36,835,547",99.1%,2013_boxofficemojo_rankings.csv,2013
128,129,Broken City,"$34,737,199","$19,701,164",56.7%,"$15,036,035",43.3%,2013_boxofficemojo_rankings.csv,2013
129,130,Inside Llewyn Davis,"$32,935,319","$13,235,319",40.2%,"$19,700,000",59.8%,2013_boxofficemojo_rankings.csv,2013
130,131,Mud,"$32,613,173","$21,590,086",66.2%,"$11,023,087",33.8%,2013_boxofficemojo_rankings.csv,2013
131,132,Kevin Hart: Let Me Explain,"$32,318,051","$32,244,051",99.8%,"$74,000",0.2%,2013_boxofficemojo_rankings.csv,2013
132,133,Spring Breakers,"$31,724,284","$14,124,284",44.5%,"$17,600,000",55.5%,2013_boxofficemojo_rankings.csv,2013
133,134,New World,"$31,670,607","$457,806",1.4%,"$31,212,801",98.6%,2013_boxofficemojo_rankings.csv,2013
134,135,A Wedding Invitation,"$30,665,036","$14,350",<0.1%,"$30,650,686",100%,2013_boxofficemojo_rankings.csv,2013
135,136,Special ID,"$29,139,936","$12,666",<0.1%,"$29,127,270",100%,2013_boxofficemojo_rankings.csv,2013
136,137,The Suspect,"$28,674,130","$218,693",0.8%,"$28,455,437",99.2%,2013_boxofficemojo_rankings.csv,2013
137,138,I Give It a Year,"$28,328,531","$34,657",0.1%,"$28,293,874",99.9%,2013_boxofficemojo_rankings.csv,2013
138,139,Mandela: Long Walk to Freedom,"$27,985,788","$8,323,085",29.7%,"$19,662,703",70.3%,2013_boxofficemojo_rankings.csv,2013
139,140,Dark Skies,"$27,858,103","$17,418,667",62.5%,"$10,439,436",37.5%,2013_boxofficemojo_rankings.csv,2013
140,141,Nebraska,"$27,682,872","$17,654,912",63.8%,"$10,027,960",36.2%,2013_boxofficemojo_rankings.csv,2013
141,142,The Incredible Burt Wonderstone,"$27,437,881","$22,537,881",82.1%,"$4,900,000",17.9%,2013_boxofficemojo_rankings.csv,2013
142,143,Khumba,"$27,187,375","$1,029",<0.1%,"$27,186,346",100%,2013_boxofficemojo_rankings.csv,2013
143,144,You're Next,"$26,895,481","$18,494,006",68.8%,"$8,401,475",31.2%,2013_boxofficemojo_rankings.csv,2013
144,145,"The Way, Way Back","$26,474,920","$21,506,546",81.2%,"$4,968,374",18.8%,2013_boxofficemojo_rankings.csv,2013
145,146,Enough Said,"$25,288,872","$17,550,872",69.4%,"$7,738,000",30.6%,2013_boxofficemojo_rankings.csv,2013
146,147,The Last Exorcism 2,"$25,051,865","$15,179,302",60.6%,"$9,872,563",39.4%,2013_boxofficemojo_rankings.csv,2013
147,148,Drug War,"$24,676,341","$128,195",0.5%,"$24,548,146",99.5%,2013_boxofficemojo_rankings.csv,2013
148,149,The Tale of The Princess Kaguya,"$24,366,656","$703,232",2.9%,"$23,663,424",97.1%,2013_boxofficemojo_rankings.csv,2013
149,150,The Great Beauty,"$24,271,739","$2,852,400",11.8%,"$21,419,339",88.2%,2013_boxofficemojo_rankings.csv,2013
150,151,Trance,"$24,261,569","$2,328,743",9.6%,"$21,932,826",90.4%,2013_boxofficemojo_rankings.csv,2013
151,152,The Railway Man,"$24,174,885","$4,438,438",18.4%,"$19,736,447",81.6%,2013_boxofficemojo_rankings.csv,2013
152,153,Baggage Claim,"$22,871,096","$21,569,509",94.3%,"$1,301,587",5.7%,2013_boxofficemojo_rankings.csv,2013
153,154,Fei chang xing yun,"$22,259,179","$64,432",0.3%,"$22,194,747",99.7%,2013_boxofficemojo_rankings.csv,2013
154,155,Bullet to the Head,"$21,947,209","$9,489,829",43.2%,"$12,457,380",56.8%,2013_boxofficemojo_rankings.csv,2013
155,156,Diana,"$21,766,271","$335,359",1.5%,"$21,430,912",98.5%,2013_boxofficemojo_rankings.csv,2013
156,157,I'm So Excited!,"$21,245,677","$1,368,119",6.4%,"$19,877,558",93.6%,2013_boxofficemojo_rankings.csv,2013
157,158,Before Midnight,"$20,994,648","$8,114,627",38.7%,"$12,880,021",61.3%,2013_boxofficemojo_rankings.csv,2013
158,159,The Best Offer,"$20,596,350","$100,035",0.5%,"$20,496,315",99.5%,2013_boxofficemojo_rankings.csv,2013
159,160,Race 2,"$20,531,909","$1,579,940",7.7%,"$18,951,969",92.3%,2013_boxofficemojo_rankings.csv,2013
160,161,The Bling Ring,"$20,045,576","$5,845,732",29.2%,"$14,199,844",70.8%,2013_boxofficemojo_rankings.csv,2013
161,162,The Rooftop,"$19,833,152","$85,755",0.4%,"$19,747,397",99.6%,2013_boxofficemojo_rankings.csv,2013
162,163,Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,"$19,544,634","$375,627",1.9%,"$19,169,007",98.1%,2013_boxofficemojo_rankings.csv,2013
163,164,Blue Is the Warmest Colour,"$19,465,835","$2,199,787",11.3%,"$17,266,048",88.7%,2013_boxofficemojo_rankings.csv,2013
164,165,Les Misérables,"$19,082,469","$330,181",1.7%,"$18,752,288",98.3%,2013_boxofficemojo_rankings.csv,2013
165,166,Admission,"$18,637,201","$18,007,317",96.6%,"$629,884",3.4%,2013_boxofficemojo_rankings.csv,2013
166,167,Dead Man Down,"$18,074,539","$10,895,295",60.3%,"$7,179,244",39.7%,2013_boxofficemojo_rankings.csv,2013
167,168,Machete Kills,"$17,496,820","$8,008,161",45.8%,"$9,488,659",54.2%,2013_boxofficemojo_rankings.csv,2013
168,169,Billy and Buddy,"$17,400,053",$894,<0.1%,"$17,399,159",100%,2013_boxofficemojo_rankings.csv,2013
169,170,Fruitvale Station,"$17,385,830","$16,101,339",92.6%,"$1,284,491",7.4%,2013_boxofficemojo_rankings.csv,2013
170,171,Chinese Puzzle,"$16,968,297","$338,523",2%,"$16,629,774",98%,2013_boxofficemojo_rankings.csv,2013
171,172,Battle of the Year,"$16,549,477","$8,888,355",53.7%,"$7,661,122",46.3%,2013_boxofficemojo_rankings.csv,2013
172,173,Out of the Furnace,"$15,660,668","$11,330,849",72.4%,"$4,329,819",27.6%,2013_boxofficemojo_rankings.csv,2013
173,174,Paranoia,"$15,500,644","$7,388,654",47.7%,"$8,111,990",52.3%,2013_boxofficemojo_rankings.csv,2013
